userId	geneSymbol	geneName	entrezgene	gLink
BOLL	BOLL	boule homolog, RNA binding protein	66037	https://www.ncbi.nlm.nih.gov/gene/?term=66037
IL17RC	IL17RC	interleukin 17 receptor C	84818	https://www.ncbi.nlm.nih.gov/gene/?term=84818
ANKLE1	ANKLE1	ankyrin repeat and LEM domain containing 1	126549	https://www.ncbi.nlm.nih.gov/gene/?term=126549
LEMD2	LEMD2	LEM domain containing 2	221496	https://www.ncbi.nlm.nih.gov/gene/?term=221496
KREMEN2	KREMEN2	kringle containing transmembrane protein 2	79412	https://www.ncbi.nlm.nih.gov/gene/?term=79412
MAPK1IP1L	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like	93487	https://www.ncbi.nlm.nih.gov/gene/?term=93487
PSD4	PSD4	pleckstrin and Sec7 domain containing 4	23550	https://www.ncbi.nlm.nih.gov/gene/?term=23550
PHC3	PHC3	polyhomeotic homolog 3	80012	https://www.ncbi.nlm.nih.gov/gene/?term=80012
SIMC1	SIMC1	SUMO interacting motifs containing 1	375484	https://www.ncbi.nlm.nih.gov/gene/?term=375484
SUPT20H	SUPT20H	SPT20 homolog, SAGA complex component	55578	https://www.ncbi.nlm.nih.gov/gene/?term=55578
KMT2C	KMT2C	lysine methyltransferase 2C	58508	https://www.ncbi.nlm.nih.gov/gene/?term=58508
NOXO1	NOXO1	NADPH oxidase organizer 1	124056	https://www.ncbi.nlm.nih.gov/gene/?term=124056
ARID1B	ARID1B	AT-rich interaction domain 1B	57492	https://www.ncbi.nlm.nih.gov/gene/?term=57492
IL17RE	IL17RE	interleukin 17 receptor E	132014	https://www.ncbi.nlm.nih.gov/gene/?term=132014
DNER	DNER	delta/notch like EGF repeat containing	92737	https://www.ncbi.nlm.nih.gov/gene/?term=92737
NLGN2	NLGN2	neuroligin 2	57555	https://www.ncbi.nlm.nih.gov/gene/?term=57555
PJA1	PJA1	praja ring finger ubiquitin ligase 1	64219	https://www.ncbi.nlm.nih.gov/gene/?term=64219
ZNRF2	ZNRF2	zinc and ring finger 2	223082	https://www.ncbi.nlm.nih.gov/gene/?term=223082
PLBD2	PLBD2	phospholipase B domain containing 2	196463	https://www.ncbi.nlm.nih.gov/gene/?term=196463
IL17D	IL17D	interleukin 17D	53342	https://www.ncbi.nlm.nih.gov/gene/?term=53342
SMARCC2	SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2	6601	https://www.ncbi.nlm.nih.gov/gene/?term=6601
MUC7	MUC7	mucin 7, secreted	4589	https://www.ncbi.nlm.nih.gov/gene/?term=4589
RIN3	RIN3	Ras and Rab interactor 3	79890	https://www.ncbi.nlm.nih.gov/gene/?term=79890
PUM2	PUM2	pumilio RNA binding family member 2	23369	https://www.ncbi.nlm.nih.gov/gene/?term=23369
SHKBP1	SHKBP1	SH3KBP1 binding protein 1	92799	https://www.ncbi.nlm.nih.gov/gene/?term=92799
CABLES1	CABLES1	Cdk5 and Abl enzyme substrate 1	91768	https://www.ncbi.nlm.nih.gov/gene/?term=91768
FAT3	FAT3	FAT atypical cadherin 3	120114	https://www.ncbi.nlm.nih.gov/gene/?term=120114
ADAMTS17	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	170691	https://www.ncbi.nlm.nih.gov/gene/?term=170691
ADAMTS15	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	170689	https://www.ncbi.nlm.nih.gov/gene/?term=170689
DENND1A	DENND1A	DENN domain containing 1A	57706	https://www.ncbi.nlm.nih.gov/gene/?term=57706
SH3RF3	SH3RF3	SH3 domain containing ring finger 3	344558	https://www.ncbi.nlm.nih.gov/gene/?term=344558
SNED1	SNED1	sushi, nidogen and EGF like domains 1	25992	https://www.ncbi.nlm.nih.gov/gene/?term=25992
ARHGEF40	ARHGEF40	Rho guanine nucleotide exchange factor 40	55701	https://www.ncbi.nlm.nih.gov/gene/?term=55701
IPO4	IPO4	importin 4	79711	https://www.ncbi.nlm.nih.gov/gene/?term=79711
PNISR	PNISR	PNN interacting serine and arginine rich protein	25957	https://www.ncbi.nlm.nih.gov/gene/?term=25957
ZNF526	ZNF526	zinc finger protein 526	116115	https://www.ncbi.nlm.nih.gov/gene/?term=116115
LRRC15	LRRC15	leucine rich repeat containing 15	131578	https://www.ncbi.nlm.nih.gov/gene/?term=131578
SMAP2	SMAP2	small ArfGAP2	64744	https://www.ncbi.nlm.nih.gov/gene/?term=64744
TSKU	TSKU	tsukushi, small leucine rich proteoglycan	25987	https://www.ncbi.nlm.nih.gov/gene/?term=25987
HDAC7	HDAC7	histone deacetylase 7	51564	https://www.ncbi.nlm.nih.gov/gene/?term=51564
TRIM41	TRIM41	tripartite motif containing 41	90933	https://www.ncbi.nlm.nih.gov/gene/?term=90933
TRAPPC12	TRAPPC12	trafficking protein particle complex 12	51112	https://www.ncbi.nlm.nih.gov/gene/?term=51112
SPIRE2	SPIRE2	spire type actin nucleation factor 2	84501	https://www.ncbi.nlm.nih.gov/gene/?term=84501
ATXN2L	ATXN2L	ataxin 2 like	11273	https://www.ncbi.nlm.nih.gov/gene/?term=11273
PHIP	PHIP	pleckstrin homology domain interacting protein	55023	https://www.ncbi.nlm.nih.gov/gene/?term=55023
NEU4	NEU4	neuraminidase 4	129807	https://www.ncbi.nlm.nih.gov/gene/?term=129807
RASSF5	RASSF5	Ras association domain family member 5	83593	https://www.ncbi.nlm.nih.gov/gene/?term=83593
STON2	STON2	stonin 2	85439	https://www.ncbi.nlm.nih.gov/gene/?term=85439
MUC16	MUC16	mucin 16, cell surface associated	94025	https://www.ncbi.nlm.nih.gov/gene/?term=94025
ADAMTS14	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	140766	https://www.ncbi.nlm.nih.gov/gene/?term=140766
AUTS2	AUTS2	AUTS2, activator of transcription and developmental regulator	26053	https://www.ncbi.nlm.nih.gov/gene/?term=26053
NANOS1	NANOS1	nanos C2HC-type zinc finger 1	340719	https://www.ncbi.nlm.nih.gov/gene/?term=340719
KAT6B	KAT6B	lysine acetyltransferase 6B	23522	https://www.ncbi.nlm.nih.gov/gene/?term=23522
ROBO4	ROBO4	roundabout guidance receptor 4	54538	https://www.ncbi.nlm.nih.gov/gene/?term=54538
TFAP2B	TFAP2B	transcription factor AP-2 beta	7021	https://www.ncbi.nlm.nih.gov/gene/?term=7021
WASF1	WASF1	WAS protein family member 1	8936	https://www.ncbi.nlm.nih.gov/gene/?term=8936
MAML1	MAML1	mastermind like transcriptional coactivator 1	9794	https://www.ncbi.nlm.nih.gov/gene/?term=9794
ARHGAP45	ARHGAP45	Rho GTPase activating protein 45	23526	https://www.ncbi.nlm.nih.gov/gene/?term=23526
PXDN	PXDN	peroxidasin	7837	https://www.ncbi.nlm.nih.gov/gene/?term=7837
PTPRU	PTPRU	protein tyrosine phosphatase, receptor type U	10076	https://www.ncbi.nlm.nih.gov/gene/?term=10076
TFG	TFG	TRK-fused gene	10342	https://www.ncbi.nlm.nih.gov/gene/?term=10342
HTRA1	HTRA1	HtrA serine peptidase 1	5654	https://www.ncbi.nlm.nih.gov/gene/?term=5654
TFAP2C	TFAP2C	transcription factor AP-2 gamma	7022	https://www.ncbi.nlm.nih.gov/gene/?term=7022
KRT35	KRT35	keratin 35	3886	https://www.ncbi.nlm.nih.gov/gene/?term=3886
STAM	STAM	signal transducing adaptor molecule	8027	https://www.ncbi.nlm.nih.gov/gene/?term=8027
CREBBP	CREBBP	CREB binding protein	1387	https://www.ncbi.nlm.nih.gov/gene/?term=1387
KAT6A	KAT6A	lysine acetyltransferase 6A	7994	https://www.ncbi.nlm.nih.gov/gene/?term=7994
TAF15	TAF15	TATA-box binding protein associated factor 15	8148	https://www.ncbi.nlm.nih.gov/gene/?term=8148
CELF1	CELF1	CUGBP Elav-like family member 1	10658	https://www.ncbi.nlm.nih.gov/gene/?term=10658
GATA6	GATA6	GATA binding protein 6	2627	https://www.ncbi.nlm.nih.gov/gene/?term=2627
SMARCC1	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1	6599	https://www.ncbi.nlm.nih.gov/gene/?term=6599
EXTL1	EXTL1	exostosin like glycosyltransferase 1	2134	https://www.ncbi.nlm.nih.gov/gene/?term=2134
PEX13	PEX13	peroxisomal biogenesis factor 13	5194	https://www.ncbi.nlm.nih.gov/gene/?term=5194
ARHGEF2	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2	9181	https://www.ncbi.nlm.nih.gov/gene/?term=9181
MED12	MED12	mediator complex subunit 12	9968	https://www.ncbi.nlm.nih.gov/gene/?term=9968
WNT2B	WNT2B	Wnt family member 2B	7482	https://www.ncbi.nlm.nih.gov/gene/?term=7482
FBXW7	FBXW7	F-box and WD repeat domain containing 7	55294	https://www.ncbi.nlm.nih.gov/gene/?term=55294
IGSF8	IGSF8	immunoglobulin superfamily member 8	93185	https://www.ncbi.nlm.nih.gov/gene/?term=93185
HDAC10	HDAC10	histone deacetylase 10	83933	https://www.ncbi.nlm.nih.gov/gene/?term=83933
MRTFA	MRTFA	myocardin related transcription factor A	57591	https://www.ncbi.nlm.nih.gov/gene/?term=57591
PMEPA1	PMEPA1	prostate transmembrane protein, androgen induced 1	56937	https://www.ncbi.nlm.nih.gov/gene/?term=56937
GTPBP3	GTPBP3	GTP binding protein 3, mitochondrial	84705	https://www.ncbi.nlm.nih.gov/gene/?term=84705
RELT	RELT	RELT, TNF receptor	84957	https://www.ncbi.nlm.nih.gov/gene/?term=84957
GAL3ST3	GAL3ST3	galactose-3-O-sulfotransferase 3	89792	https://www.ncbi.nlm.nih.gov/gene/?term=89792
ACD	ACD	ACD, shelterin complex subunit and telomerase recruitment factor	65057	https://www.ncbi.nlm.nih.gov/gene/?term=65057
MCUR1	MCUR1	mitochondrial calcium uniporter regulator 1	63933	https://www.ncbi.nlm.nih.gov/gene/?term=63933
DACT3	DACT3	dishevelled binding antagonist of beta catenin 3	147906	https://www.ncbi.nlm.nih.gov/gene/?term=147906
AKT1S1	AKT1S1	AKT1 substrate 1	84335	https://www.ncbi.nlm.nih.gov/gene/?term=84335
ANKRD9	ANKRD9	ankyrin repeat domain 9	122416	https://www.ncbi.nlm.nih.gov/gene/?term=122416
ZBTB9	ZBTB9	zinc finger and BTB domain containing 9	221504	https://www.ncbi.nlm.nih.gov/gene/?term=221504
MIEF2	MIEF2	mitochondrial elongation factor 2	125170	https://www.ncbi.nlm.nih.gov/gene/?term=125170
ARMC5	ARMC5	armadillo repeat containing 5	79798	https://www.ncbi.nlm.nih.gov/gene/?term=79798
ZNF653	ZNF653	zinc finger protein 653	115950	https://www.ncbi.nlm.nih.gov/gene/?term=115950
HAVCR1	HAVCR1	hepatitis A virus cellular receptor 1	26762	https://www.ncbi.nlm.nih.gov/gene/?term=26762
VWCE	VWCE	von Willebrand factor C and EGF domains	220001	https://www.ncbi.nlm.nih.gov/gene/?term=220001
SIRT1	SIRT1	sirtuin 1	23411	https://www.ncbi.nlm.nih.gov/gene/?term=23411
INKA1	INKA1	inka box actin regulator 1	389119	https://www.ncbi.nlm.nih.gov/gene/?term=389119
CHFR	CHFR	checkpoint with forkhead and ring finger domains	55743	https://www.ncbi.nlm.nih.gov/gene/?term=55743
IL17RA	IL17RA	interleukin 17 receptor A	23765	https://www.ncbi.nlm.nih.gov/gene/?term=23765
LINGO1	LINGO1	leucine rich repeat and Ig domain containing 1	84894	https://www.ncbi.nlm.nih.gov/gene/?term=84894
SIPA1	SIPA1	signal-induced proliferation-associated 1	6494	https://www.ncbi.nlm.nih.gov/gene/?term=6494
KLHDC7B	KLHDC7B	kelch domain containing 7B	113730	https://www.ncbi.nlm.nih.gov/gene/?term=113730
BCAN	BCAN	brevican	63827	https://www.ncbi.nlm.nih.gov/gene/?term=63827
TCTN2	TCTN2	tectonic family member 2	79867	https://www.ncbi.nlm.nih.gov/gene/?term=79867
CCDC120	CCDC120	coiled-coil domain containing 120	90060	https://www.ncbi.nlm.nih.gov/gene/?term=90060
HES6	HES6	hes family bHLH transcription factor 6	55502	https://www.ncbi.nlm.nih.gov/gene/?term=55502
PPP1R16A	PPP1R16A	protein phosphatase 1 regulatory subunit 16A	84988	https://www.ncbi.nlm.nih.gov/gene/?term=84988
GPATCH3	GPATCH3	G-patch domain containing 3	63906	https://www.ncbi.nlm.nih.gov/gene/?term=63906
AJUBA	AJUBA	ajuba LIM protein	84962	https://www.ncbi.nlm.nih.gov/gene/?term=84962
HPDL	HPDL	4-hydroxyphenylpyruvate dioxygenase like	84842	https://www.ncbi.nlm.nih.gov/gene/?term=84842
ZBED3	ZBED3	zinc finger BED-type containing 3	84327	https://www.ncbi.nlm.nih.gov/gene/?term=84327
CELF6	CELF6	CUGBP Elav-like family member 6	60677	https://www.ncbi.nlm.nih.gov/gene/?term=60677
WNK4	WNK4	WNK lysine deficient protein kinase 4	65266	https://www.ncbi.nlm.nih.gov/gene/?term=65266
LOXL4	LOXL4	lysyl oxidase like 4	84171	https://www.ncbi.nlm.nih.gov/gene/?term=84171
MAGED4	MAGED4	MAGE family member D4	728239	https://www.ncbi.nlm.nih.gov/gene/?term=728239
ZNF469	ZNF469	zinc finger protein 469	84627	https://www.ncbi.nlm.nih.gov/gene/?term=84627
RADIL	RADIL	Rap associating with DIL domain	55698	https://www.ncbi.nlm.nih.gov/gene/?term=55698
DCAF5	DCAF5	DDB1 and CUL4 associated factor 5	8816	https://www.ncbi.nlm.nih.gov/gene/?term=8816
MAML3	MAML3	mastermind like transcriptional coactivator 3	55534	https://www.ncbi.nlm.nih.gov/gene/?term=55534
DCHS1	DCHS1	dachsous cadherin-related 1	8642	https://www.ncbi.nlm.nih.gov/gene/?term=8642
PDLIM2	PDLIM2	PDZ and LIM domain 2	64236	https://www.ncbi.nlm.nih.gov/gene/?term=64236
ZC3H10	ZC3H10	zinc finger CCCH-type containing 10	84872	https://www.ncbi.nlm.nih.gov/gene/?term=84872
WDR90	WDR90	WD repeat domain 90	197335	https://www.ncbi.nlm.nih.gov/gene/?term=197335
EP400	EP400	E1A binding protein p400	57634	https://www.ncbi.nlm.nih.gov/gene/?term=57634
ALPK3	ALPK3	alpha kinase 3	57538	https://www.ncbi.nlm.nih.gov/gene/?term=57538
FCRL1	FCRL1	Fc receptor like 1	115350	https://www.ncbi.nlm.nih.gov/gene/?term=115350
TRIM47	TRIM47	tripartite motif containing 47	91107	https://www.ncbi.nlm.nih.gov/gene/?term=91107
HSFY1	HSFY1	heat shock transcription factor Y-linked 1	86614	https://www.ncbi.nlm.nih.gov/gene/?term=86614
CCDC17	CCDC17	coiled-coil domain containing 17	149483	https://www.ncbi.nlm.nih.gov/gene/?term=149483
DNHD1	DNHD1	dynein heavy chain domain 1	144132	https://www.ncbi.nlm.nih.gov/gene/?term=144132
ROBO3	ROBO3	roundabout guidance receptor 3	64221	https://www.ncbi.nlm.nih.gov/gene/?term=64221
TOX2	TOX2	TOX high mobility group box family member 2	84969	https://www.ncbi.nlm.nih.gov/gene/?term=84969
CLIC6	CLIC6	chloride intracellular channel 6	54102	https://www.ncbi.nlm.nih.gov/gene/?term=54102
FOXN4	FOXN4	forkhead box N4	121643	https://www.ncbi.nlm.nih.gov/gene/?term=121643
WFIKKN1	WFIKKN1	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1	117166	https://www.ncbi.nlm.nih.gov/gene/?term=117166
NSUN5	NSUN5	NOP2/Sun RNA methyltransferase family member 5	55695	https://www.ncbi.nlm.nih.gov/gene/?term=55695
FCRL3	FCRL3	Fc receptor like 3	115352	https://www.ncbi.nlm.nih.gov/gene/?term=115352
PGLYRP2	PGLYRP2	peptidoglycan recognition protein 2	114770	https://www.ncbi.nlm.nih.gov/gene/?term=114770
BBC3	BBC3	BCL2 binding component 3	27113	https://www.ncbi.nlm.nih.gov/gene/?term=27113
RBM14	RBM14	RNA binding motif protein 14	10432	https://www.ncbi.nlm.nih.gov/gene/?term=10432
TRERF1	TRERF1	transcriptional regulating factor 1	55809	https://www.ncbi.nlm.nih.gov/gene/?term=55809
SIGLEC12	SIGLEC12	sialic acid binding Ig like lectin 12 (gene/pseudogene)	89858	https://www.ncbi.nlm.nih.gov/gene/?term=89858
NEDD4L	NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase	23327	https://www.ncbi.nlm.nih.gov/gene/?term=23327
LENG8	LENG8	leukocyte receptor cluster member 8	114823	https://www.ncbi.nlm.nih.gov/gene/?term=114823
RNF157	RNF157	ring finger protein 157	114804	https://www.ncbi.nlm.nih.gov/gene/?term=114804
PPP1R10	PPP1R10	protein phosphatase 1 regulatory subunit 10	5514	https://www.ncbi.nlm.nih.gov/gene/?term=5514
PCDH15	PCDH15	protocadherin related 15	65217	https://www.ncbi.nlm.nih.gov/gene/?term=65217
FCRL5	FCRL5	Fc receptor like 5	83416	https://www.ncbi.nlm.nih.gov/gene/?term=83416
PASK	PASK	PAS domain containing serine/threonine kinase	23178	https://www.ncbi.nlm.nih.gov/gene/?term=23178
SIGLEC11	SIGLEC11	sialic acid binding Ig like lectin 11	114132	https://www.ncbi.nlm.nih.gov/gene/?term=114132
MED15	MED15	mediator complex subunit 15	51586	https://www.ncbi.nlm.nih.gov/gene/?term=51586
TUBGCP6	TUBGCP6	tubulin gamma complex associated protein 6	85378	https://www.ncbi.nlm.nih.gov/gene/?term=85378
CSRNP1	CSRNP1	cysteine and serine rich nuclear protein 1	64651	https://www.ncbi.nlm.nih.gov/gene/?term=64651
DMRTA2	DMRTA2	DMRT like family A2	63950	https://www.ncbi.nlm.nih.gov/gene/?term=63950
RBM15	RBM15	RNA binding motif protein 15	64783	https://www.ncbi.nlm.nih.gov/gene/?term=64783
SPEN	SPEN	spen family transcriptional repressor	23013	https://www.ncbi.nlm.nih.gov/gene/?term=23013
TCF12	TCF12	transcription factor 12	6938	https://www.ncbi.nlm.nih.gov/gene/?term=6938
MUC4	MUC4	mucin 4, cell surface associated	4585	https://www.ncbi.nlm.nih.gov/gene/?term=4585
NOTCH4	NOTCH4	notch receptor 4	4855	https://www.ncbi.nlm.nih.gov/gene/?term=4855
AGAP2	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	116986	https://www.ncbi.nlm.nih.gov/gene/?term=116986
GAS2L1	GAS2L1	growth arrest specific 2 like 1	10634	https://www.ncbi.nlm.nih.gov/gene/?term=10634
PKP4	PKP4	plakophilin 4	8502	https://www.ncbi.nlm.nih.gov/gene/?term=8502
TBX5	TBX5	T-box 5	6910	https://www.ncbi.nlm.nih.gov/gene/?term=6910
CDX2	CDX2	caudal type homeobox 2	1045	https://www.ncbi.nlm.nih.gov/gene/?term=1045
PKMYT1	PKMYT1	protein kinase, membrane associated tyrosine/threonine 1	9088	https://www.ncbi.nlm.nih.gov/gene/?term=9088
ATXN2	ATXN2	ataxin 2	6311	https://www.ncbi.nlm.nih.gov/gene/?term=6311
COL12A1	COL12A1	collagen type XII alpha 1 chain	1303	https://www.ncbi.nlm.nih.gov/gene/?term=1303
NRTN	NRTN	neurturin	4902	https://www.ncbi.nlm.nih.gov/gene/?term=4902
APBA2	APBA2	amyloid beta precursor protein binding family A member 2	321	https://www.ncbi.nlm.nih.gov/gene/?term=321
CPNE1	CPNE1	copine 1	8904	https://www.ncbi.nlm.nih.gov/gene/?term=8904
SPAG8	SPAG8	sperm associated antigen 8	26206	https://www.ncbi.nlm.nih.gov/gene/?term=26206
PRRT1	PRRT1	proline rich transmembrane protein 1	80863	https://www.ncbi.nlm.nih.gov/gene/?term=80863
FOXC2	FOXC2	forkhead box C2	2303	https://www.ncbi.nlm.nih.gov/gene/?term=2303
TEP1	TEP1	telomerase associated protein 1	7011	https://www.ncbi.nlm.nih.gov/gene/?term=7011
GDF15	GDF15	growth differentiation factor 15	9518	https://www.ncbi.nlm.nih.gov/gene/?term=9518
KRTAP4-12	KRTAP4-12	keratin associated protein 4-12	83755	https://www.ncbi.nlm.nih.gov/gene/?term=83755
SLX1A	SLX1A	SLX1 homolog A, structure-specific endonuclease subunit	548593	https://www.ncbi.nlm.nih.gov/gene/?term=548593
CCDC3	CCDC3	coiled-coil domain containing 3	83643	https://www.ncbi.nlm.nih.gov/gene/?term=83643
GORASP1	GORASP1	golgi reassembly stacking protein 1	64689	https://www.ncbi.nlm.nih.gov/gene/?term=64689
SH2D3A	SH2D3A	SH2 domain containing 3A	10045	https://www.ncbi.nlm.nih.gov/gene/?term=10045
MXRA8	MXRA8	matrix remodeling associated 8	54587	https://www.ncbi.nlm.nih.gov/gene/?term=54587
SRSF8	SRSF8	serine and arginine rich splicing factor 8	10929	https://www.ncbi.nlm.nih.gov/gene/?term=10929
PYGO2	PYGO2	pygopus family PHD finger 2	90780	https://www.ncbi.nlm.nih.gov/gene/?term=90780
NUDT22	NUDT22	nudix hydrolase 22	84304	https://www.ncbi.nlm.nih.gov/gene/?term=84304
HERPUD2	HERPUD2	HERPUD family member 2	64224	https://www.ncbi.nlm.nih.gov/gene/?term=64224
FUZ	FUZ	fuzzy planar cell polarity protein	80199	https://www.ncbi.nlm.nih.gov/gene/?term=80199
SOX7	SOX7	SRY-box 7	83595	https://www.ncbi.nlm.nih.gov/gene/?term=83595
RBM42	RBM42	RNA binding motif protein 42	79171	https://www.ncbi.nlm.nih.gov/gene/?term=79171
LRFN3	LRFN3	leucine rich repeat and fibronectin type III domain containing 3	79414	https://www.ncbi.nlm.nih.gov/gene/?term=79414
NDUFAF3	NDUFAF3	NADH:ubiquinone oxidoreductase complex assembly factor 3	25915	https://www.ncbi.nlm.nih.gov/gene/?term=25915
DOHH	DOHH	deoxyhypusine hydroxylase	83475	https://www.ncbi.nlm.nih.gov/gene/?term=83475
RNF126	RNF126	ring finger protein 126	55658	https://www.ncbi.nlm.nih.gov/gene/?term=55658
SELENOO	SELENOO	selenoprotein O	83642	https://www.ncbi.nlm.nih.gov/gene/?term=83642
RUSC1	RUSC1	RUN and SH3 domain containing 1	23623	https://www.ncbi.nlm.nih.gov/gene/?term=23623
SPATA5L1	SPATA5L1	spermatogenesis associated 5 like 1	79029	https://www.ncbi.nlm.nih.gov/gene/?term=79029
RPAP1	RPAP1	RNA polymerase II associated protein 1	26015	https://www.ncbi.nlm.nih.gov/gene/?term=26015
SSBP3	SSBP3	single stranded DNA binding protein 3	23648	https://www.ncbi.nlm.nih.gov/gene/?term=23648
GATA5	GATA5	GATA binding protein 5	140628	https://www.ncbi.nlm.nih.gov/gene/?term=140628
TAPBPL	TAPBPL	TAP binding protein like	55080	https://www.ncbi.nlm.nih.gov/gene/?term=55080
SORBS1	SORBS1	sorbin and SH3 domain containing 1	10580	https://www.ncbi.nlm.nih.gov/gene/?term=10580
AMN	AMN	amnion associated transmembrane protein	81693	https://www.ncbi.nlm.nih.gov/gene/?term=81693
TEX15	TEX15	testis expressed 15, meiosis and synapsis associated	56154	https://www.ncbi.nlm.nih.gov/gene/?term=56154
TMPRSS13	TMPRSS13	transmembrane serine protease 13	84000	https://www.ncbi.nlm.nih.gov/gene/?term=84000
CDHR2	CDHR2	cadherin related family member 2	54825	https://www.ncbi.nlm.nih.gov/gene/?term=54825
HELZ2	HELZ2	helicase with zinc finger 2	85441	https://www.ncbi.nlm.nih.gov/gene/?term=85441
ZNF341	ZNF341	zinc finger protein 341	84905	https://www.ncbi.nlm.nih.gov/gene/?term=84905
KRTAP9-3	KRTAP9-3	keratin associated protein 9-3	83900	https://www.ncbi.nlm.nih.gov/gene/?term=83900
KRTAP4-6	KRTAP4-6	keratin associated protein 4-6	81871	https://www.ncbi.nlm.nih.gov/gene/?term=81871
KRTAP4-4	KRTAP4-4	keratin associated protein 4-4	84616	https://www.ncbi.nlm.nih.gov/gene/?term=84616
KRTAP1-5	KRTAP1-5	keratin associated protein 1-5	83895	https://www.ncbi.nlm.nih.gov/gene/?term=83895
SETD2	SETD2	SET domain containing 2, histone lysine methyltransferase	29072	https://www.ncbi.nlm.nih.gov/gene/?term=29072
ADAM33	ADAM33	ADAM metallopeptidase domain 33	80332	https://www.ncbi.nlm.nih.gov/gene/?term=80332
PANK2	PANK2	pantothenate kinase 2	80025	https://www.ncbi.nlm.nih.gov/gene/?term=80025
PCDH11X	PCDH11X	protocadherin 11 X-linked	27328	https://www.ncbi.nlm.nih.gov/gene/?term=27328
PCDH11Y	PCDH11Y	protocadherin 11 Y-linked	83259	https://www.ncbi.nlm.nih.gov/gene/?term=83259
CELF4	CELF4	CUGBP Elav-like family member 4	56853	https://www.ncbi.nlm.nih.gov/gene/?term=56853
OSBPL6	OSBPL6	oxysterol binding protein like 6	114880	https://www.ncbi.nlm.nih.gov/gene/?term=114880
PPP1R12C	PPP1R12C	protein phosphatase 1 regulatory subunit 12C	54776	https://www.ncbi.nlm.nih.gov/gene/?term=54776
RTN4R	RTN4R	reticulon 4 receptor	65078	https://www.ncbi.nlm.nih.gov/gene/?term=65078
SIGLEC1	SIGLEC1	sialic acid binding Ig like lectin 1	6614	https://www.ncbi.nlm.nih.gov/gene/?term=6614
NLRP1	NLRP1	NLR family pyrin domain containing 1	22861	https://www.ncbi.nlm.nih.gov/gene/?term=22861
SETD5	SETD5	SET domain containing 5	55209	https://www.ncbi.nlm.nih.gov/gene/?term=55209
TNKS1BP1	TNKS1BP1	tankyrase 1 binding protein 1	85456	https://www.ncbi.nlm.nih.gov/gene/?term=85456
AMBRA1	AMBRA1	autophagy and beclin 1 regulator 1	55626	https://www.ncbi.nlm.nih.gov/gene/?term=55626
GRIP2	GRIP2	glutamate receptor interacting protein 2	80852	https://www.ncbi.nlm.nih.gov/gene/?term=80852
WDR33	WDR33	WD repeat domain 33	55339	https://www.ncbi.nlm.nih.gov/gene/?term=55339
BCL11B	BCL11B	BCL11B, BAF complex component	64919	https://www.ncbi.nlm.nih.gov/gene/?term=64919
NYX	NYX	nyctalopin	60506	https://www.ncbi.nlm.nih.gov/gene/?term=60506
WWTR1	WWTR1	WW domain containing transcription regulator 1	25937	https://www.ncbi.nlm.nih.gov/gene/?term=25937
GFRA4	GFRA4	GDNF family receptor alpha 4	64096	https://www.ncbi.nlm.nih.gov/gene/?term=64096
IQCN	IQCN	IQ motif containing N	80726	https://www.ncbi.nlm.nih.gov/gene/?term=80726
SAP130	SAP130	Sin3A associated protein 130	79595	https://www.ncbi.nlm.nih.gov/gene/?term=79595
RNF38	RNF38	ring finger protein 38	152006	https://www.ncbi.nlm.nih.gov/gene/?term=152006
QRICH2	QRICH2	glutamine rich 2	84074	https://www.ncbi.nlm.nih.gov/gene/?term=84074
SIK2	SIK2	salt inducible kinase 2	23235	https://www.ncbi.nlm.nih.gov/gene/?term=23235
CSTF2T	CSTF2T	cleavage stimulation factor subunit 2 tau variant	23283	https://www.ncbi.nlm.nih.gov/gene/?term=23283
CCDC8	CCDC8	coiled-coil domain containing 8	83987	https://www.ncbi.nlm.nih.gov/gene/?term=83987
BCL11A	BCL11A	BCL11A, BAF complex component	53335	https://www.ncbi.nlm.nih.gov/gene/?term=53335
CDH23	CDH23	cadherin related 23	64072	https://www.ncbi.nlm.nih.gov/gene/?term=64072
SPTBN4	SPTBN4	spectrin beta, non-erythrocytic 4	57731	https://www.ncbi.nlm.nih.gov/gene/?term=57731
LHX5	LHX5	LIM homeobox 5	64211	https://www.ncbi.nlm.nih.gov/gene/?term=64211
TRIOBP	TRIOBP	TRIO and F-actin binding protein	11078	https://www.ncbi.nlm.nih.gov/gene/?term=11078
HSD3B7	HSD3B7	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7	80270	https://www.ncbi.nlm.nih.gov/gene/?term=80270
TSPYL2	TSPYL2	TSPY like 2	64061	https://www.ncbi.nlm.nih.gov/gene/?term=64061
